base_title,n_imgs,csv_count,score,count_ok,ambiguous,files,prompt
Wizard_portrait_black,1,2,3,False,False,Wizard_portrait_black_202604061447.jpeg,"transforme character from uploaded image into a hyper-realistic wizard portrait:the subject wears a flowing Hogwarts-style black cloak with green-silver lining (Slytherin), holding a wooden magic wand aloft. A faint silvery-green spark emits from the wand tip. Three-quarter full-body shot against a dimly lit castle corridor backdrop with flickering torchlight. Cinematic soft lighting, 85 mm portrait lens, high resolution, ultra-detailed fabric textures and facial features, magical atmosphere. Composition includes a detailed Hogwarts 【Slytherin】 house crest in the top right corner as a subtle watermark"
Woman's_head_dissected,2,2,3,True,False,Woman's_head_dissected_202604061448.jpeg | Woman's_head_dissected_202604061448_2.jpeg,"A surreal art collage portrait featuring a young woman's head horizontally dissected into three distinct, slightly misaligned strips. The aesthetic is clean, artistic, and minimalist. The woman has long, wavy, messy medium brown hair with warm caramel highlights, appearing slightly wet or textured, falling around her face. The top strip reveals the crown of her head and forehead. The middle strip focuses on her hazel/brown eyes and nose, with her visible eye gazing directly at the viewer with an intense, enigmatic expression. Subtle freckles are visible across her nose and cheek, and her eyebrows are natural and full. The bottom strip features her slightly parted, full lips with natural pinkish-brown hue, her chin, jawline, and neck, with a small silver earring visible on her left ear and a faint beauty mark on her neck. From the left side, a fair-skinned hand enters with index finger extended, pointing directly at the middle strip of the woman's face. She is wearing a textured, light-colored (white or off-white) knitted or crocheted sweater. Close-up portrait composition with woman's head centered and slightly angled upwards. Soft, diffused, natural lighting creating subtle shadows. Muted warm color palette dominated by natural skin tones, warm brown for hair, off-white for sweater, against plain solid very light pale pinkish-beige background. Artistic and subtly contemplative mood. Sharp, clean horizontal cuts emphasizing meticulously crafted physical assemblage effect."
Woman_among_sand,1,5,2,False,True,Woman_among_sand_202604061447.jpeg,"""Use the uploaded woman's face with exact accuracy. Cinematic desert traveler standing on a dune, a falcon perched calmly on a rock beside him, wings half-open as if sensing the wind."",
""clothing"": {
""top"": ""light desert robe with layered textures"",
""bottom"": ""stone-beige tactical pants"",
""shoes"": ""sand-covered boots""
},
""pose"": ""standing sideways to the camera, looking forward with intensity"",
""camera_angle"": ""4:5 portrait, semi-low angle for hero mood"",
""lighting"": ""warm desert sunlight mixing with soft shadows"",
""environment"": ""high dune with windy sky, sand trails in air"",
""fx"": ""subtle particles and wind motion in clothes"",
""quality"": ""8K ultra-photoreal, sharp skin detail"""
Woman_applying_makeup,1,1,3,True,False,Woman_applying_makeup_202604061447.jpeg,"{
  ""Objective"": ""Create a stylish, high-fashion portrait of a girl."",
  
  ""Scene_Details"": {
    ""Main_Subject"": {
      ""Gender"": ""Female"",
{
  ""scene"": ""Intimate mid‑action shot of a young woman applying makeup at a small bathroom sink, with a reflective mirror positioned just in front of her."",
  ""subject"": {
    ""gender"": ""female"",
    ""age"": ""early 20s"",
    ""skin_tone"": ""light with warm undertones"",
    ""hair"": {
      ""style"": ""long, wavy, voluminous"",
      ""color"": ""auburn/copper red with highlights"",
      ""parting"": ""slightly off‑center""
    },
    ""face"": {
      ""makeup"": ""glamorous style with bold eyeliner, long eyelashes, glossy lipstick, subtle blush and highlight"",
      ""expression"": ""confident, seductive gaze directly into camera""
    },
    ""outfit"": {
      ""top"": ""black lace lingerie bralette with thin straps, revealing fit"",
      ""bottom"": ""matching lace detail visible"",
      ""overall_style"": ""sensual, intimate""
    },
    ""pose"": {
      ""upper_body"": ""turned slightly toward camera, shoulders angled"",
      ""arms"": ""one hand holding eyeliner pencil near face, the other resting by sink"",
      ""head"": ""slightly tilted back, eyes locked onto viewer""
    }
  },
  ""environment"": {
    ""location"": ""bathroom"",
    ""background"": {
      ""walls"": ""plain white"",
      ""tiles"": ""white rectangular tiles on lower wall near sink"",
      ""shelves"": ""white shelves above sink with scattered toiletries (toothbrush, bottles, cords)"",
      ""sink"": ""small ceramic sink with faucet, partly visible"",
      ""towel"": ""yellow towel hanging in background"",
      ""clothes"": ""neutral‑toned jacket draped casually in the corner"",
      ""mirror"": {
        ""position"": ""just in front of subject, slightly tilted toward her face"",
        ""size"": ""small, ~24×18 cm, mounting on a flat wall or small stand"",
        ""material"": ""mirror glass with a thin silver rim""
      }
    },
    ""lighting"": ""soft indoor lighting, slightly warm tone, creating a natural highlight on skin; the mirror reflects that glow subtly."",
    ""camera"": {
      ""angle"": ""eye‑level, intimate framing"",
      ""framing"": ""mid‑body shot, centered on woman, mirror’s reflection visible on the wall"",
      ""lens"": ""slight film‑like aesthetic, subtle grain and muted colors, 35‑mm equivalent""
    }
  },
  ""style"": {
    ""aesthetic"": ""vintage film photography look"",
    ""color_palette"": ""warm tones, cream, black, auburn, soft yellow"",
    ""mood"": ""intimate, candid, alluring"",
    ""quality"": ""photorealistic, cinematic detail""
  }
}
      ""Expression"": ""Bold and charismatic with a subtle smirk, capturing a confident attitude."",
      ""Outfit"": {
        ""Top"": ""Crisp white shirt, slightly oversized with rolled-up sleeves."",
        ""Accessories"": ""Classic Michael Jackson–inspired black fedora hat, minimal jewelry."",
        ""Bottom/Footwear"": ""long black fishnet socks with high heel shoes""
      },
      ""Makeup"": ""Striking red lipstick, defined eyeliner, and smooth matte finish for a bold fashion look.""
    },
    
    ""Props"": {
      ""Main"": ""Vintage wooden chair with visible grain texture."",
      ""Additional"": ""Optional minimal studio elements like a soft shadow on the floor.""
    },
    
    ""Background"": {
      ""Description"": ""Modern minimalist studio backdrop in soft neutral tones, enhancing focus on the subject."",
      ""Elements"": ""Subtle gradient or soft spotlight behind her for depth.""
    },
    
    ""Lighting_and_Color"": {
      ""Lighting"": ""Soft cinematic key light from the side with gentle shadows, creating a moody high-fashion aesthetic."",
      ""Color_Tone"": ""Neutral tones with bold contrast — white shirt and red lipstick pop against a muted setting.""
    }
  },
  
  ""Artistic_Style"": {
    ""Genre"": ""High-Fashion Editorial Portrait"",
    ""Composition"": ""Full-body or mid-length vertical frame with the wooden chair as a key compositional anchor."",
    ""Texture"": ""Clean, crisp details with slight gloss on the boots and subtle grain on the chair.""
  },
  
  ""Camera_and_Technical_Notes"": {
    ""Focus"": ""Sharp focus on face, hat, and chair; boots remain clearly detailed."",
    ""Depth_of_Field"": ""Moderate — keeps subject fully sharp while background softly fades."",
    ""Shot_Type"": ""Full-body or three-quarter fashion editorial shot.""
  },
  
  ""Mood_and_Emotion"": ""Confident, stylish, iconic — blending modern fashion with classic Michael Jackson–inspired attitude."",
  
  ""Intended_Use"": ""Fashion editorial, portrait portfolio, stylish social media content, or artistic high-fashion photography.""
}
"
Woman_at_night,2,2,2,True,True,Woman_at_night_202604061448.jpeg | Woman_at_night_202604061448_2.jpeg,"Scene: Night city crosswalk in heavy rain; taxis and umbrellas stream past. A young woman stands motionless on the zebra, phone lowered, eyes glassy with held-back tears; puddles mirror streetlights. Light: High-contrast mix—cool overhead sodium/LED as key, warm shop window spill as fill; strong backlight from a taxi headlamp to rim the hair and rain; rain streaks glow; reflections pulse on wet asphalt. Camera Position: [eye level] [mid-shot] from curb edge, slightly off-center for tension; 50–85 mm for a cinematic portrait field. Object Placement: Subject on the left third, shoulders turned 3/4 to camera; crowd forms blurred streams right-to-left; a taxi passes behind, headlights forming a luminous halo; puddle in foreground gives a secondary reflection of her face. Atmosphere: Intimate, caught-between-choices moment; noise of traffic, rain hiss; city indifferent, emotion intense. Exposure/Motion: 1/10–1/15 s with gentle camera drag + a rear-curtain flash feel to keep her eyes and mouth tack-sharp while crowd, rain, and lights streak; f/2.8, ISO 200. Effects/Tags: dramatic, blurredvision (soft edge halation on highlights through rain), Photoreal, ultra-detailed, high micro-contrast, natural skin, optical refraction/caustics in droplets and tears, film grain subtle, 4K PNG."
Woman_at_payphone,1,2,2,False,False,Woman_at_payphone_202604061448.jpeg,"Nighttime flash photo with Y2K aesthetic, red digital timestamp in corner. Young woman at a public payphone, face based exactly on uploaded image, turning back toward camera with a detached look. Wearing corset top and loose cargo jeans, nands in back pockets. Strong flash contrast and blurred car lights in urban background, raw early-2000s paparazzi vibe."
Woman_casting_blue,2,2,3,True,True,Woman_casting_blue_202604061446.jpeg | Woman_casting_blue_202604061447.jpeg,"""A colossal woman standing in a city street, appearing to be 'under construction' with scaffolding surrounding her body."",
      ""aesthetic"": ""Hyper-realistic composite, cinematic, urban fantasy.""
    },
    ""subject_details"": {
      ""celebrity_likeness"": ""Taylor Swift."",
      ""features"": {
        ""face"": ""Blue eyes, signature red lipstick, distinct facial structure."",
        ""hair"": ""Golden blonde, long, wavy texture cascading over shoulders.""
      },
      ""apparel"": {
        ""dress"": ""Black satin slip dress with a deep V-neck and a high slit on the right thigh."",
        ""accessories"": ""Holding a standard white disposable coffee cup in the right hand. Carrying a brown leather luxury handbag in the left hand."",
        ""footwear"": ""Bare feet or heels (obscured by street debris/cracks).""
      }
    },
    ""surreal_elements"": {
      ""scaffolding"": ""Intricate metal construction scaffolding structures built around her arms, torso, and legs, following the contour of her body."",
      ""miniatures"": ""Tiny construction workers in yellow hard hats and high-vis vests climbing the scaffolding on her body."",
      ""destruction"": ""The asphalt street beneath her feet is cracking and shattering under the immense weight, creating a crater pattern.""
    },
    ""exact_pose_anatomical"": {
      ""posture"": ""Standing tall with a slight contrapposto (weight shifted to one hip)."",
      ""orientation"": ""Front-facing, towering over the viewer/city."",
      ""right_arm"": ""Bent at the elbow, raised to hold the coffee cup at chest level."",
      ""left_arm"": ""Extended downwards holding the handbag."",
      ""gaze"": ""Direct, calm eye contact with the camera."",
      ""scale"": ""Subject appears to be approximately 50 stories tall, matching the height of surrounding skyscrapers.""
    },
    ""environment"": {
      ""location"": ""Avenue in a major metropolis (resembling Chicago or NYC)."",
      ""elements"": ""Skyscrapers flanking both sides, busy traffic with miniature yellow taxis and buses way below."",
      ""perspective"": ""Aerial view relative to the city, but eye-level relative to the subject.""
    },
    ""camera_technical_values"": {
      ""lens"": ""35mm (Wide angle to capture the full scale of the subject against the skyline)."",
      ""aperture"": ""f/11 (Deep depth of field to keep both the giant subject and the city background relatively sharp)."",
      ""shutter_speed"": ""1/500s."",
      ""iso"": ""ISO 100."",
      ""resolution"": ""8k, high fidelity textures.""
    },
    ""lighting_setup"": {
      ""source"": ""Natural Daylight."",
      ""quality"": ""Soft, diffused sunlight (slightly overcast)."",
      ""direction"": ""Overhead/Frontal."",
      ""shadows"": ""Subject casts a massive, long shadow onto the city streets below."""
Woman_crying_on,1,1,1,True,True,Woman_crying_on_202604061448.jpeg,"East asian krean beautiful young woman, calm confident expression, subtle smirk, short white bob haircut, black lipstick, sharp eyeliner, tattoos on neck, buxom body, wearing sleeveless low neck bodycon blackdress, gothic elegant fashion, multiple ear piercings background dark studio, cinematic rim lighting, high contrast light and shadow, smoky atmosphere, professional portrait, full-body shot, soft diffused lighting, moody tone, ultra-detailed, realistic, 8k, masterpiece"
Woman_doing_yoga,2,2,3,True,False,Woman_doing_yoga_202604061447.jpeg | Woman_doing_yoga_202604061447_2.jpeg,"A woman doing yoga (tree pose) on a cliff overlooking the sea, wearing earth-colored activewear, the morning sun rising behind her, a feeling of strength and peace."
Woman_exhaling_in,2,2,1,True,True,Woman_exhaling_in_202604061447.jpeg | Woman_exhaling_in_202604061448.jpeg,"A young woman reference form uploaded image kneeling in deep snow, captured in a front profile view while taking a photograph. 
She is positioned in the center of the frame, leaning forward slightly to look through her camera's viewfinder. 

Clothing : 

A thick, winter parka jacket in a color-block design featuring light pastel blue and white panels. She is wearing black winter trousers and thick, beige, knitted mittens/gloves. 

 Accessories 
A professional black DSLR or mirrorless camera with a prominent zoom lens held in her hands.
A mustard-yellow canvas backpack is strapped to her back, providing a colorful contrast to the cool tones. 

Environment 

A serene winter forest setting. The background is filled with tall pine trees heavily laden with fresh white snow. The ground is covered in a thick, soft layer of undisturbed snow.

Camera 
Medium shot, eye-level angle. Shallow depth of field (bokeh) used to keep the subject sharp while softly blurring the snowy trees in the background. High-resolution photography style.

 Style 
Photorealistic, cinematic winter lifestyle photography, nature portrait, serene and cold aesthetic, 8k resolution, highly detailed"
Woman_holding_Coca-Cola,1,2,3,False,True,Woman_holding_Coca-Cola_202604061448.jpeg,"{""scene"":{""subject"":{""pose"":""Sitting on the floor, facing forward"",""expression"":""Slightly serious or pensive, direct eye contact"",""apparel"":{""top"":""Off-white or cream tank top with small dark cherry embroidery"",""bottom"":""Distressed denim shorts""}},""action"":{""right_hand"":""Holding up a Coca-Cola can""},""environment"":{""main_fixture"":""Open, retro-style refrigerator"",""fridge_contents"":[""Coca-Cola cans"",""Ramune bottles""]},""style_and_mood"":{""lighting"":""Warm, slightly muted"",""aesthetic"":""Cool, casual, retro"",""theme"":""Beverage focus""}}}"
Woman_holding_game,1,2,3,False,False,Woman_holding_game_202604061447.jpeg,"{""label"":""direct-flash-gamer-girl"",""tags"":[""direct-flash"",""retro-gamer-room"",""90s-photography""],""Subject"":[""young woman in her early 20s... seated cross-legged on a couch, holding a game controller""],""Lighting"":""strong direct on-camera flash aimed straight at the subject... ambient tungsten lamp in the background"",""Mood"":""intimate, playful, nostalgic, confidently casual with a strong gamer-at-home vibe""}"
Woman_holding_lipstick,1,1,3,True,False,Woman_holding_lipstick_202604061448.jpeg,"{
  ""Objective"": ""Create a stylish, high-fashion portrait of a girl."",
  
  ""Scene_Details"": {
    ""Main_Subject"": {
      ""Gender"": ""Female"",
{
  ""scene"": ""Intimate mid‑action shot of a young woman applying makeup at a small bathroom sink, with a reflective mirror positioned just in front of her."",
  ""subject"": {
    ""gender"": ""female"",
    ""age"": ""early 20s"",
    ""skin_tone"": ""light with warm undertones"",
    ""hair"": {
      ""style"": ""long, wavy, voluminous"",
      ""color"": ""auburn/copper red with highlights"",
      ""parting"": ""slightly off‑center""
    },
    ""face"": {
      ""makeup"": ""glamorous style with bold eyeliner, long eyelashes, glossy lipstick, subtle blush and highlight"",
      ""expression"": ""confident, seductive gaze directly into camera""
    },
    ""outfit"": {
      ""top"": ""black lace lingerie bralette with thin straps, revealing fit"",
      ""bottom"": ""matching lace detail visible"",
      ""overall_style"": ""sensual, intimate""
    },
    ""pose"": {
      ""upper_body"": ""turned slightly toward camera, shoulders angled"",
      ""arms"": ""one hand holding eyeliner pencil near face, the other resting by sink"",
      ""head"": ""slightly tilted back, eyes locked onto viewer""
    }
  },
  ""environment"": {
    ""location"": ""bathroom"",
    ""background"": {
      ""walls"": ""plain white"",
      ""tiles"": ""white rectangular tiles on lower wall near sink"",
      ""shelves"": ""white shelves above sink with scattered toiletries (toothbrush, bottles, cords)"",
      ""sink"": ""small ceramic sink with faucet, partly visible"",
      ""towel"": ""yellow towel hanging in background"",
      ""clothes"": ""neutral‑toned jacket draped casually in the corner"",
      ""mirror"": {
        ""position"": ""just in front of subject, slightly tilted toward her face"",
        ""size"": ""small, ~24×18 cm, mounting on a flat wall or small stand"",
        ""material"": ""mirror glass with a thin silver rim""
      }
    },
    ""lighting"": ""soft indoor lighting, slightly warm tone, creating a natural highlight on skin; the mirror reflects that glow subtly."",
    ""camera"": {
      ""angle"": ""eye‑level, intimate framing"",
      ""framing"": ""mid‑body shot, centered on woman, mirror’s reflection visible on the wall"",
      ""lens"": ""slight film‑like aesthetic, subtle grain and muted colors, 35‑mm equivalent""
    }
  },
  ""style"": {
    ""aesthetic"": ""vintage film photography look"",
    ""color_palette"": ""warm tones, cream, black, auburn, soft yellow"",
    ""mood"": ""intimate, candid, alluring"",
    ""quality"": ""photorealistic, cinematic detail""
  }
}
      ""Expression"": ""Bold and charismatic with a subtle smirk, capturing a confident attitude."",
      ""Outfit"": {
        ""Top"": ""Crisp white shirt, slightly oversized with rolled-up sleeves."",
        ""Accessories"": ""Classic Michael Jackson–inspired black fedora hat, minimal jewelry."",
        ""Bottom/Footwear"": ""long black fishnet socks with high heel shoes""
      },
      ""Makeup"": ""Striking red lipstick, defined eyeliner, and smooth matte finish for a bold fashion look.""
    },
    
    ""Props"": {
      ""Main"": ""Vintage wooden chair with visible grain texture."",
      ""Additional"": ""Optional minimal studio elements like a soft shadow on the floor.""
    },
    
    ""Background"": {
      ""Description"": ""Modern minimalist studio backdrop in soft neutral tones, enhancing focus on the subject."",
      ""Elements"": ""Subtle gradient or soft spotlight behind her for depth.""
    },
    
    ""Lighting_and_Color"": {
      ""Lighting"": ""Soft cinematic key light from the side with gentle shadows, creating a moody high-fashion aesthetic."",
      ""Color_Tone"": ""Neutral tones with bold contrast — white shirt and red lipstick pop against a muted setting.""
    }
  },
  
  ""Artistic_Style"": {
    ""Genre"": ""High-Fashion Editorial Portrait"",
    ""Composition"": ""Full-body or mid-length vertical frame with the wooden chair as a key compositional anchor."",
    ""Texture"": ""Clean, crisp details with slight gloss on the boots and subtle grain on the chair.""
  },
  
  ""Camera_and_Technical_Notes"": {
    ""Focus"": ""Sharp focus on face, hat, and chair; boots remain clearly detailed."",
    ""Depth_of_Field"": ""Moderate — keeps subject fully sharp while background softly fades."",
    ""Shot_Type"": ""Full-body or three-quarter fashion editorial shot.""
  },
  
  ""Mood_and_Emotion"": ""Confident, stylish, iconic — blending modern fashion with classic Michael Jackson–inspired attitude."",
  
  ""Intended_Use"": ""Fashion editorial, portrait portfolio, stylish social media content, or artistic high-fashion photography.""
}
"
Woman_holding_phone,2,2,3,True,False,Woman_holding_phone_202604061447.jpeg | Woman_holding_phone_202604061447_2.jpeg,"Create a cheerful (man/woman — same face as in the reference image) taking a selfie at home with the Teenage Mutant Ninja Turtles — Leonardo, Michelangelo, Donatello, and Raphael — all smiling and posing happily around them. The scene is bright and friendly, lit by natural daylight streaming through a window behind them.
Character details: Keep the exact face, expression, and features from the reference photo — skin texture, eye color, hairstyle, and facial hair (if present). Match lighting direction and tone from the original photo for a natural composite. Outfit: blue t-shirt (or similar casual wear).
Camera setup: wide-angle selfie perspective, arm extended holding the phone camera close to the lens. Lens: 24 mm full-frame, aperture f/2.8, shallow depth of field for cinematic focus on faces.
Lighting & atmosphere: soft daylight diffused through the window; warm highlights and subtle shadows; pleasant indoor contrast.
Turtle details: realistic-cartoon hybrid style, expressive faces, detailed textures of skin, shells, and gear. Balanced composition — the character centered, surrounded by the four Turtles leaning in.
Color grading: cinematic tone with warm midtones, vibrant greens and oranges, natural skin tones, gentle film grain.
Post-processing: ultra-realistic textures, depth-mapped lighting, lens reflections, and subtle chromatic aberration for authenticity.
Mood: joyful, nostalgic, friendly — like a spontaneous selfie among friends."
Woman_holding_roses,2,2,2,True,True,Woman_holding_roses_202604061446.jpeg | Woman_holding_roses_202604061448.jpeg,"A girl with medium-long wavy dark brown hair and wispy bangs, wearing a black and white plush bunny ear hat, a black oversized knit sweater, dark gray shorts, white mid-calf socks with black bows, and gray fluffy platform boots. Her makeup features dewy skin, soft blush, brown eyes, and dusty rose lips for a gentle, innocent look. She sits cross-legged on a light gray studio floor, holding a Ragdoll cat resting on her shoulder, winking and smiling. The minimalist studio is softly lit with a warm, dreamy tone, highlighting her playful and cute charm."
Woman_holding_smartphone,2,1,3,False,False,Woman_holding_smartphone_202604061447.jpeg | Woman_holding_smartphone_202604061447_2.jpeg,"{ ""Objective"": ""Create a 3x3 Instagram-style grid of low-quality smartphone photos featuring the same attractive, beautiful, sensual, athletic Asian woman enjoying Disneyland, clearly showing iconic park elements, rides, and mascots."", ""Composition"": { ""layout"": ""3x3 grid"", ""aspect_ratio"": ""1:1"", ""framing"": ""each square captures a different candid Disneyland moment, forming a cohesive Instagram profile"" }, ""Subject"": { ""type"": ""young Asian woman"", ""appearance"": { ""beauty"": ""extremely attractive, natural beauty"", ""body"": ""athletic, fit physique"", ""skin"": ""natural texture, no glossiness, no smoothing"", ""makeup"": ""light, natural"", ""expression"": ""joyful, playful, candid"" }, ""consistency"": ""same woman across all 9 photos"" }, ""Wardrobe"": { ""style"": ""Disneyland themed outfits"", ""details"": [ ""Mickey/Minnie ears headband"", ""Disney-themed crop tops or hoodies"", ""casual shorts or skirts"", ""sneakers"", ""colorful, playful  clothing"" ] }, ""Scenes"": [ { ""position"": ""top left"", ""location"": ""roller coaster ride"", ""pose"": ""mid-ride candid, wind-blown hair, excited expression"" }, { ""position"": ""top center"", ""location"": ""Disney castle"", ""pose"": ""standing in front, casual pose, slightly off-center"" }, { ""position"": ""top right"", ""location"": ""posing with mascot (e.g., Mickey Mouse)"", ""pose"": ""playful pose, smiling"" }, { ""position"": ""middle left"", ""location"": ""theme park street with shops"", ""pose"": ""walking candid, holding snack or drink"" }, { ""position"": ""middle center"", ""location"": ""carousel or classic ride"", ""pose"": ""sitting on ride, laughing naturally"" }, { ""position"": ""middle right"", ""location"": ""posing with another mascot (e.g., princess or character)"", ""pose"": ""fun interaction, slightly posed but natural"" }, { ""position"": ""bottom left"", ""location"": ""nighttime Disneyland lights"", ""pose"": ""slightly blurred candid shot, glowing lights behind"" }, { ""position"": ""bottom center"", ""location"": ""food stand"", ""pose"": ""holding Disneyland snack (e.g., churro), casual smile"" }, { ""position"": ""bottom right"", ""location"": ""wide park view with rides"", ""pose"": ""back facing  camera or looking away, scenic shot"" } ], ""Photography"": {
""camera"": ""smartphone"",
""style"": ""Instagram casual travel"",
""quality"": ""intentionally low quality"",
""lighting"": ""natural sunlight, uneven exposure"",
""imperfections"": [
""motion blur"",
""grain/noise"",
""slight overexposure or underexposure"",
""lens distortion"",
""unbalanced framing"" ], ""effects"": [ ""no beauty filter"", ""no skin retouching"", ""authentic dynamic range"", ""slightly inconsistent color tones"" ] }, ""Mood"": ""fun, energetic, playful, theme park adventure"", ""Rendering"": { ""style_keywords"": [ ""instagram grid"", ""disneyland photos"", ""theme park lifestyle"", ""smartphone photography"", ""candid moments"", ""low quality aesthetic"" ], ""realism"": ""highly realistic smartphone look"", ""detail_level"": ""natural imperfect detail"", ""aspect_ratio"": ""--ar 1:1"" }, ""Response_Format"": { ""type"": ""image_generation_prompt_json"", ""editable_fields"": [ ""scenes"", ""wardrobe"", ""lighting"", ""poses"" ] }
}"
Woman_hugging_Kuromi,1,2,3,False,False,Woman_hugging_Kuromi_202604061447.jpeg,"A full-body studio portrait of a  woman from uploaded image sitting on the floor in front of a light purple backdrop. She is wearing a cozy, oversized lavender chunky-knit sweater, white skirt, and white socks. She is affectionately hugging a large Sanrio Kuromi plushie and looking at the camera with a gentle expression. The background is decorated with playful, hand-drawn purple doodles and text, including ""E"", ""Emily"", paper airplanes, and flowers, in the style of a K-pop photocard or fanzine cover. The lighting is bright and soft, enhancing the cute and affectionate mood. Use the exact same face as in the uploaded image, no alteration, 100% unchanged. Remove her earrings."
Woman_in_9-grid,2,2,2,True,True,Woman_in_9-grid_202604061448.jpeg | Woman_in_9-grid_202604061448_2.jpeg,"[Global Instructions]: A 3x3 grid collage, where all 9 cells must feature exactly the same woman. Strictly maintain the facial features consistent with the reference image. Do not change her facial features; only alter her expression, makeup, and styling to match each movie's theme.
Cell 1: Love Actually style - airport farewell scene wearing a Christmas hat, holding a wrapped gift, tender embrace, background with a giant airport Christmas tree and colorful light decorations, soft lighting
Cell 2: Home Alone style - surprised exaggerated expression with hands covering cheeks, wearing a crooked Christmas hat, background with a home Christmas tree, pile of gifts, and decorative lights, comedic effect
Cell 3: The Polar Express style - in front of a train window wearing a sleep cap, holding hot cocoa with a candy cane, outside the window a magical snowy landscape and Christmas village, dreamy blue and gold tones
Cell 4: The Nightmare Before Christmas style - real person in green-toned clothing with a red Christmas hat, goofy expression, holding stolen Christmas decorations, background with Christmas village lights and gifts, creative styling
Cell 5: Miracle on 34th Street style - retro department store scene wearing a classic red Christmas dress, holding a Christmas shopping bag, background with a giant Christmas tree and retro decorations, classic Hollywood lighting (center)
Cell 6: Elf style - complete elf outfit (green top, red striped socks, pointed hat with bells), joyful jumping pose, holding a candy cane, background with a candy-colored Christmas workshop
Cell 7: Frozen style - ice blue princess dress with snowflake crown, holding a magical ice crystal, snowflakes swirling, background with an ice crystal castle and a large Christmas tree, special festive candy elements, Disney magical feel
Cell 8: True Lies style - black dress with red Christmas accessories, holding champagne, background with a Christmas party scene featuring lights and decorative balls, elegant and mysterious
Cell 9: Last Christmas style - stylish woman in a red retro coat with a green scarf and gold earrings, holding a Christmas gift box, standing under the lights of a London Christmas market, background with a giant Covent Garden Christmas tree and festive shop windows, warm night scene lighting, expression full of hope, modern romantic movie aesthetic
Each cell imitates the corresponding movie's color tones, lighting, and atmosphere, with Christmas decorative elements extremely prominent, movie poster composition, adding cinematic title text effects, professional movie still quality, 4K high definition"
Woman_in_Christmas,2,2,2,True,True,Woman_in_Christmas_202604061447.jpeg | Woman_in_Christmas_202604061448.jpeg,"Use the face without any  change. A high-quality 2x2 creative photo collage of a young woman with long wavy black hair , posing inside cardboard boxes for a Christmas-themed challenge. She wears a cream, red, and green Fair Isle knit sweater.
Layout & Interaction (Crucial):The right side features a continuous action across two panels. Red wine is poured from the top-right panel and flows vertically down into the bottom-right panel.
Panel Details:

Top Left: She blows artificial snow from her palms towards the camera.
Bottom Left: She holds glowing fairy lights and a red bauble, smiling warmly.
Top Right: She leans on the box edge, holding a wine bottle, pouring red wine downwards so the liquid stream exits the bottom of this frame.
Bottom Right: She is positioned below, holding a wine glass that catches the stream of wine pouring down from the panel above. She is looking up, watching the wine flow into her glass.

Style: Creative box challenge photography, seamless cross-panel interaction, festive mood, soft studio lighting, ultra-realistic textures."
Woman_in_Hanfu,1,1,1,True,True,Woman_in_Hanfu_202604061447.jpeg,"East asian krean beautiful young woman, calm confident expression, subtle smirk, short white bob haircut, black lipstick, sharp eyeliner, tattoos on neck, buxom body, wearing sleeveless low neck bodycon blackdress, gothic elegant fashion, multiple ear piercings background dark studio, cinematic rim lighting, high contrast light and shadow, smoky atmosphere, professional portrait, full-body shot, soft diffused lighting, moody tone, ultra-detailed, realistic, 8k, masterpiece"
Woman_in_Supergirl,2,2,1,True,True,Woman_in_Supergirl_202604061447.jpeg | Woman_in_Supergirl_202604061448.jpeg,"A young woman reference form uploaded image kneeling in deep snow, captured in a front profile view while taking a photograph. 
She is positioned in the center of the frame, leaning forward slightly to look through her camera's viewfinder. 

Clothing : 

A thick, winter parka jacket in a color-block design featuring light pastel blue and white panels. She is wearing black winter trousers and thick, beige, knitted mittens/gloves. 

 Accessories 
A professional black DSLR or mirrorless camera with a prominent zoom lens held in her hands.
A mustard-yellow canvas backpack is strapped to her back, providing a colorful contrast to the cool tones. 

Environment 

A serene winter forest setting. The background is filled with tall pine trees heavily laden with fresh white snow. The ground is covered in a thick, soft layer of undisturbed snow.

Camera 
Medium shot, eye-level angle. Shallow depth of field (bokeh) used to keep the subject sharp while softly blurring the snowy trees in the background. High-resolution photography style.

 Style 
Photorealistic, cinematic winter lifestyle photography, nature portrait, serene and cold aesthetic, 8k resolution, highly detailed"
Woman_in_black,3,2,2,False,True,Woman_in_black_202604061446.jpeg | Woman_in_black_202604061447.jpeg | Woman_in_black_202604061447_2.jpeg,"A young woman reference form uploaded image kneeling in deep snow, captured in a front profile view while taking a photograph. 
She is positioned in the center of the frame, leaning forward slightly to look through her camera's viewfinder. 

Clothing : 

A thick, winter parka jacket in a color-block design featuring light pastel blue and white panels. She is wearing black winter trousers and thick, beige, knitted mittens/gloves. 

 Accessories 
A professional black DSLR or mirrorless camera with a prominent zoom lens held in her hands.
A mustard-yellow canvas backpack is strapped to her back, providing a colorful contrast to the cool tones. 

Environment 

A serene winter forest setting. The background is filled with tall pine trees heavily laden with fresh white snow. The ground is covered in a thick, soft layer of undisturbed snow.

Camera 
Medium shot, eye-level angle. Shallow depth of field (bokeh) used to keep the subject sharp while softly blurring the snowy trees in the background. High-resolution photography style.

 Style 
Photorealistic, cinematic winter lifestyle photography, nature portrait, serene and cold aesthetic, 8k resolution, highly detailed"
